Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CSR Strategy Score,-0.062525528,-0.081320282,-0.055256276,-0.078143957,-0.081144538,-0.052699722,-0.077543401,-0.073879994,-0.088657466,-0.072151172,-0.072520564,-0.045649651,-0.069002551,-0.069445855,-0.081114653,-0.065706373,-0.068116048,-0.080943573,-0.065009794,-0.079225424,-0.043836965,0.00580133,-0.043870126,-0.039805863,-0.063751999,-0.038600964,-0.03403453,-0.061966682,-0.034872519,-0.058785059,-0.030220867,-0.051895523,-0.029095052,-0.053888297,-0.052020251,-0.080565135,-0.052869626,-0.07617422,-0.075045024,-0.087666462,-0.071624256,-0.073850144,-0.087960721,-0.070419437,-0.083929551,-0.069938871,-0.080800591,-0.065569065,-0.080139195,-0.079696531,-0.038567313,-0.061155312,-0.036339014,-0.060780032,-0.058116935,-0.055057773,-0.079370945,-0.050473035,-0.077056373,-0.073200727,-0.088230848,-0.071618902,-0.071060701,-0.088081987,-0.07027825,-0.082999414,-0.068221472,-0.080695542,-0.065408842,-0.079409914,-0.078890811,-0.037034649,-0.062985098,-0.038425491,-0.060664566,-0.058081127,-0.05485369,-0.073549675,-0.087554231,-0.070571571,-0.08396604,-0.083295261,-0.080049965,-0.060692149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 Community Score,0.050122525,0.038802275,0.048608227,0.021269378,0.045549485,0.056565036,0.025216802,0.04215175,0.018766521,0.023523699,0.038184619,0.047366045,0.01754303,0.037932953,0.015288099,0.019297913,0.04188118,0.016467433,0.020193811,0.0162845,0.052318238,0.069210431,0.024545835,0.053360141,0.021660058,0.028047351,0.062063089,0.025123504,0.031392292,0.025780757,0.046868323,0.014813568,0.017500118,0.017927029,0.017694644,0.040530169,0.050082529,0.02096955,0.036982397,0.015309449,0.019352235,0.044885057,0.020068349,0.024472149,0.016589061,0.037205294,0.014095173,0.016723367,0.013417044,0.015143344,0.049837793,0.018471429,0.022007091,0.018152732,0.022239974,0.011204258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038002837,0.048425257,0.019718156,0.03794056,0.01575368,0.020302896,0.043854094,0.018347469,0.024188634,0.018000029,0.037211669,0.013181479,0.017547795,0.015355169,0.0157048,0.051740589,0.019426679,0.025673329,0.021659752,0.024812285,0.014126896,0.040031093,0.016098322,0.02152697,0.015581155,0.019765684,0.014145144,0.018609939,,,,,,,,
3 ESG Controversies Score,-0.087485938,-0.079105097,-0.095482721,-0.076327308,-0.07944239,-0.097605503,-0.076706495,-0.085907429,-0.072088129,-0.082560094,-0.054779629,-0.067799901,-0.0534364,-0.057209159,-0.048968727,-0.055973781,-0.058105522,-0.049044708,-0.056588567,-0.05038716,-0.101905374,-0.130123138,-0.095096839,-0.105440515,-0.086340926,-0.100091259,-0.110267405,-0.08783662,-0.102989899,-0.090626292,-0.075068797,-0.062566464,-0.0717314,-0.060310276,-0.062644771,,,,,,,,,,,,,,,,,,,,,,-0.074596436,-0.090896823,-0.073718694,-0.080197403,-0.069747547,-0.079388472,-0.081350548,-0.069450779,-0.079929065,-0.074202325,-0.053149185,-0.047375868,-0.054032869,-0.048159663,-0.048575016,-0.099752172,-0.083951459,-0.096478822,-0.085713706,-0.087512997,-0.059019196,,,,,,,,-0.074365106,-0.092581694,-0.069843717,-0.086082544,-0.068036437,-0.08015826,-0.08636686,-0.067534412,-0.080044156,-0.078094333,-0.058848349,-0.04711059,-0.055315562,-0.052953258,-0.052519109,-0.104203014,-0.08037147,-0.096319321,-0.088453751,-0.089605808,-0.0612743,,,,,,,,-0.08116419,-0.065703304,-0.077501629,-0.076006086,-0.07550059,-0.050984183,-0.085485751,
4 Emissions Score,0.161493137,0.137866542,0.160085466,0.1199074,0.143382873,0.167668812,0.123454621,0.142354664,0.110406279,0.12236388,0.155334428,0.180585023,0.13400916,0.156004318,0.123323758,0.136109933,0.160094581,0.12443104,0.137280064,0.124785311,,,,,,,,,,,,,,,,0.14669665,0.172058445,0.127695607,0.145919994,0.114637104,0.127362767,0.152540303,0.118129275,0.131902688,0.116878227,0.160085215,0.126481544,0.138972908,0.126191195,0.127859114,,,,,,,0.144335712,0.169824469,0.122140309,0.145452599,0.11078928,0.123053351,0.152329679,0.113786326,0.126788451,0.113861851,0.15948777,0.123575654,0.135554005,0.124552603,0.125527771,,,,,,,0.152431067,0.117157999,0.130245164,0.116846667,0.120660537,0.126475606,,0.110898261,0.137054745,0.088710684,0.117514902,0.081302265,0.093476285,0.121782837,0.082706503,0.096108555,0.08843856,0.135295108,0.095903457,0.110069307,0.102445557,0.102453085,,,,,,,0.126831277,0.088026151,0.103219295,0.094059769,0.096677712,0.105404168,,0.124942279,0.083432011,0.097749434,0.090790356,0.092816011,0.102869696,,0.097198973
5 Environmental Innovation Score,0.075902665,0.071372172,0.078323017,0.068336225,0.073381455,0.081042462,0.069551564,0.074299867,0.066821367,0.071152076,,,,,,,,,,,0.085098495,0.096650868,0.078021582,0.086706419,0.075353764,0.081240025,0.088649207,0.075894144,0.081568715,0.077150639,,,,,,0.068225591,0.073924952,0.064584371,0.067916143,0.062055445,0.065225019,0.070741796,0.063777467,0.067190901,0.063311243,,,,,,0.079741554,0.070240767,0.073717435,0.070181219,0.070922055,,0.071610249,0.078330544,0.068330326,0.073255839,0.066332867,0.070415288,0.074768197,0.067323084,0.071556182,0.068342639,,,,,,0.084578645,0.074457611,0.078997438,0.075756853,0.075834821,,0.068755438,0.062949913,0.065891884,0.062889041,0.064423257,,0.0694178,0.067184517,0.076697626,0.063148724,0.071244955,0.061129701,0.067072673,0.073922899,0.062351944,0.069239714,0.066187454,,,,,,0.08441973,0.069453745,0.077410338,0.073359514,0.07446737,,0.067635798,0.058058657,0.06364322,0.060567663,0.06277399,,0.067718707,0.071804675,0.061516256,0.067957733,0.065753889,0.067195613,,0.072662175,0.061783302
6 Human Rights Score,0.019384097,0.010325522,0.013005,0.005901176,,,,,,,0.013005519,0.018677012,0.007872007,0.011607636,0.003365529,0.006194481,,,,,0.033959848,0.049343558,0.024173248,0.03258945,0.016253443,0.02230892,,,,,0.039618462,0.019018287,0.027491911,0.020756524,,0.012916935,0.017369301,0.008348387,0.01012197,0.003167001,0.00503308,,,,,0.013451992,0.004425653,0.007859973,0.004056549,,0.037289179,0.018807049,0.026341134,0.018590218,,0.021706739,0.019229124,0.025019498,0.010258034,0.016230592,0.004949646,0.006648913,,,,,0.019490375,0.005883413,0.009283501,0.005581418,,0.044053453,0.019707831,0.026451676,0.019547247,,0.021918076,0.018981968,0.006810632,0.009410002,0.004693919,,0.006454979,0.021593379,0.005612612,0.005720486,-0.000626465,0.000567435,-0.003126259,-0.006129405,,,,,0.005313615,-0.001230445,-0.001572808,-0.003737439,,0.026529046,0.009666404,0.014483452,0.00780246,,0.012928956,0.003882028,-0.001171395,-0.002636201,-0.004880887,,-0.002243909,0.011314069,0.009915742,0.000321374,-0.001092735,-0.003549596,,-0.000950861,0.011842593,-0.001019915
7 Product Responsibility Score,-0.008801438,,,,-0.014850601,-0.014578883,-0.008593285,,,,-0.003274621,0.000973233,0.002942664,,,,-0.004138191,-0.001739451,0.001330097,,5.09E-05,0.01005109,0.006647767,,,,0.000357644,-0.000199436,0.005423869,,0.016805715,0.012694986,0.021703167,,0.014739538,-0.016000987,-0.014360804,-0.009245925,,,,-0.018488636,-0.013660004,-0.012607249,,-0.005169448,-0.002831389,0.000703608,,-0.002981002,-0.000483642,-0.001381673,0.005580491,,-0.000486838,0.013165397,-0.006148477,-0.002453963,-0.00392971,,,,-0.007322802,-0.008187089,-0.006761512,,0.003936256,0.001242393,0.005111003,,0.001267317,0.010983804,0.003226885,0.009829543,,0.004538781,0.016321196,-0.009230843,-0.009816267,-0.007590695,,-0.010882518,-0.000110973,0.002465073,-0.012653063,-0.016732221,-0.008929906,,,,-0.019145588,-0.010705758,-0.016072246,,-0.005191889,-0.000364152,-0.0017823,,-0.003655693,-0.003260259,-0.001646424,0.00012951,,-0.00434303,0.010781347,-0.01897396,-0.011156518,-0.015193173,,-0.016574074,-0.004117214,-0.00398778,-0.009418596,-0.006734727,-0.010184266,,-0.011560735,-0.000128958,0.000141129,-0.01193873
8 Resource Use Score,,0.068520203,,,0.072652793,,,0.062639776,0.045069029,,0.077122471,,,0.073784557,0.050358504,,0.075940487,0.051128802,,0.049248551,0.110237947,,,0.106923719,0.067634257,,0.114233911,0.070656494,,0.067925359,0.123907012,0.074350444,,0.078686045,0.079089185,0.075140253,,,0.068081773,0.048045451,,0.07151974,0.050750875,,0.045093419,0.078165295,0.052796086,,0.051835203,0.052693324,0.117235498,0.072950084,,0.072408134,0.075600396,0.080222493,0.07603198,,,0.068951288,0.046340849,,0.07322289,0.048758438,,0.042320709,0.079809844,0.051341484,,0.050492125,0.051000886,0.116177514,0.068857221,,0.067953734,0.070619328,0.076886275,0.075873467,0.051001902,,0.046413391,0.048743589,0.053072183,0.073709806,0.041962927,,,0.032215469,0.016608478,,0.034432012,0.017788328,,0.00870354,0.046579614,0.024004961,,0.019828466,0.01983252,0.086309628,0.041470948,,0.038282656,0.040921437,0.051613407,0.040564379,0.021609214,,0.014594388,0.015964941,0.023185401,0.045996681,0.041138934,0.01921867,,0.011707902,0.01303952,0.021376926,0.040730385,0.017876253
9 Shareholders Score,,,0.028922912,,,0.032722508,,0.019764633,,0.02072843,,0.019220431,,0.008126449,,0.010933869,0.009700688,,0.011405917,0.004592101,,0.025772017,,0.010410277,,0.015768023,0.013261308,,0.017290364,0.008324847,-0.005268501,,0.001548456,-0.005588124,-0.005464605,,0.026031079,,0.013620787,,0.015844384,0.017003366,,0.0182647,0.009988977,0.005592301,,0.008154221,0.001565131,0.002256663,0.003292299,,0.009061427,0.00094504,0.002368596,-0.010346728,,0.028136397,,0.016938754,,0.019393105,0.019350342,,0.021050347,0.013874945,0.005903855,,0.00950909,0.003461415,0.003787104,0.006142215,,0.013180911,0.005650937,0.006551586,-0.007824741,0.013059461,,0.016079969,0.008978938,0.010681259,0.000912444,-0.000278878,,0.039605636,,0.033614972,,0.032338541,0.036164904,,0.034121003,0.030865645,0.022669851,,0.022450494,0.020530424,0.020665925,0.019982974,,0.0234986,0.021053477,0.021911468,0.006483546,0.030654134,,0.029813924,0.026410924,0.028244243,0.01818309,0.015314969,0.032434492,,0.032530237,0.030186373,0.03130058,0.019663646,0.019606164,0.026910645
10 Workforce Score,,,,0.112476412,,,0.113680809,,0.100634292,0.108737715,,,0.122542343,,0.108765253,0.120635719,,0.109223967,0.121636534,0.108738639,,,0.156398495,,0.133225669,0.154382416,,0.136648776,0.159689401,0.135924913,,0.146807347,0.172550828,0.147539501,0.151098123,,,0.116282497,,0.103072343,0.113324713,,0.103071074,0.11392084,0.102356009,,0.110145591,0.123386079,0.110092559,0.110559764,,0.138160672,0.162627241,0.138097013,0.142036658,0.149854045,,,0.119742783,,0.105897175,0.116010892,,0.107495962,0.118274864,0.105488518,,0.113224388,0.126437493,0.113085129,0.114128956,,0.139617867,0.16248866,0.139836261,0.144702454,0.15086392,,0.10805414,0.12020648,0.10698187,0.108535952,0.114087846,0.143404733,,,0.095638014,,0.090285774,0.091094515,,0.089417377,0.089803109,0.087099784,,0.098804854,0.104263688,0.097881059,0.097226855,,0.118779378,0.137634647,0.119376523,0.121410917,0.134466123,,0.092433921,0.09586631,0.091478005,0.089958953,0.099469855,0.124791424,,0.095348114,0.098919571,0.094057155,0.09397457,0.102504408,0.126207066,0.096630938
