Score,
1 CSR Strategy Score,-0.083308844
2 Community Score,0.024965919
3 ESG Controversies Score,-0.077012116
4 Emissions Score,0.11607516
5 Environmental Innovation Score,0.07121879
6 Human Rights Score,0.000129811
7 Product Responsibility Score,-0.016187186
8 Resource Use Score,0.041745232
9 Shareholders Score,0.016957219
10 Workforce Score,0.097869023
