1 CSR Strategy Score,0.269520375,,,,,,,,,
2 Community Score,,0.173284746,,,,,,,,
3 ESG Controversies Score,,,0.421919984,,,,,,,
4 Emissions Score,,,,0.020191928,,,,,,
5 Environmental Innovation Score,,,,,0.110799472,,,,,
6 Human Rights Score,,,,,,0.152341061,,,,
7 Product Responsibility Score,,,,,,,0.264672758,,,
8 Resource Use Score,,,,,,,,0.050420042,,
9 Shareholders Score,,,,,,,,,0.970545486,
10 Workforce Score,,,,,,,,,,0.020726565
