Score,
1 CSR Strategy Score,0.431661
2 Community Score,0.817305189
3 ESG Controversies Score,0.661894308
4 Emissions Score,0.350258055
5 Environmental Innovation Score,0.362266899
6 Human Rights Score,0.998946233
7 Product Responsibility Score,0.859075768
8 Resource Use Score,0.731300545
9 Shareholders Score,0.831532464
10 Workforce Score,0.440441109
